GUID,Date (EST),URL,Contents,Author,Name,Country,State/Region,City/Urban Area,Category,Emotion,Source,Klout Score,Gender,Posts,Followers,Following
626169037219696640,7/28/2015 19:15,http://twitter.com/wakkajr/status/626169037219696640,@coverse can you help a loyal customer out with those chuck II? #brokecollegestudent I've been chucking around my redwhite&blue pair 2years,@wakkajr,jdizzle,,,,Off-topic,,Twitter,18,,336,19,80
625888193716465664,7/28/2015 0:39,http://twitter.com/sailmuarif/status/625888193716465664,RT @ConverseID Get yourself a pair of #ChuckII for IDR 1.199.000 (Hi) and IDR 999.000 (Low). Make sure you grab one!,@sailmuarif,Pukkil,,,,Purchase Intent,,Twitter,43,,27360,319,95
627146146184474624,7/31/2015 11:57,http://twitter.com/band_chick20101/status/627146146184474624,"RT @JackSWS My @Converse Chuck II just showed up, it's the biggest game changer ever. So dope",@band_chick20101,post wt deprssion,,,,Value for money,,Twitter,42,,12596,752,1036
626138946632728576,7/28/2015 17:15,http://twitter.com/IanZak/status/626138946632728576,Tried to buy the new @Converse #ChuckII. Available when I my picked size. Sold out when I clicked checkout #Bummed #FirstWorldProblems,@IanZak,Producer Ian,United States of America,California,Los Angeles,Availability,,Twitter,55,M,11070,8393,569
625400152849805312,7/26/2015 16:19,http://twitter.com/katie32_lovesr5/status/625400152849805312,RT @rikerR5 Cannot wait to get a pair of these new @Converse! #ChuckII,@katie32_lovesr5,??R5 Forever,,,,Purchase Intent,,Twitter,15,,1923,28,44
626451397832232960,7/29/2015 13:57,http://twitter.com/DemestreTony/status/626451397832232960,Je voulais commandé les #ChuckII qui sont sortis hier et y a déjà plus de stock!!!  ????,@DemestreTony,Tony Demestre ?,France,Haute-Normandie,,Availability,,Twitter,33,M,475,106,159
625392762251280384,7/26/2015 15:50,http://twitter.com/gouldingkitty/status/625392762251280384,RT @rikerR5 Cannot wait to get a pair of these new @Converse! #ChuckII,@gouldingkitty,???,,,,Purchase Intent,,Twitter,46,,194256,3680,1097
625393266628890625,7/26/2015 15:52,http://twitter.com/shorsbunny/status/625393266628890625,RT @rikerR5 Cannot wait to get a pair of these new @Converse! #ChuckII,@shorsbunny,c???s???? ?,,,,Purchase Intent,,Twitter,44,,12162,1094,199
626816256285515776,7/30/2015 14:06,http://twitter.com/sitsoncornflake/status/626816256285515776,My new Chuck II's arrived today and I'm already in love ?? #Converse #DidntNeedNewKicks #AlwaysNeedNewKicks,@sitsoncornflake,Amna,United Kingdom,North West,Manchester,Style/ Outfits,,Twitter,17,,930,38,51
625981472185319424,7/28/2015 6:49,http://twitter.com/itenigula/status/625981472185319424,Hope they got size 16s #chuckii,@itenigula,yula,United States of America,California,San Francisco,Look/Appearance,,Twitter,41,,5249,312,486
626435699898646528,7/29/2015 12:54,http://twitter.com/JasonThomasYup/status/626435699898646528,"Well done converse.
You got me to purchase some Chuck II's.",@JasonThomasYup,Jason Asercion,,,,Off-topic,,Twitter,25,M,483,22,65
625747327551205376,7/27/2015 15:19,http://twitter.com/HER_NAN_DEZ_/status/625747327551205376,Them new chuck II's that dropped today look pretty nice,@HER_NAN_DEZ_,Armani ,United States of America,,,Value for money,,Twitter,41,,14796,260,278
625385035395395584,7/26/2015 15:19,http://twitter.com/tyranda_shyanne/status/625385035395395584,RT @rikerR5 Cannot wait to get a pair of these new @Converse! #ChuckII,@tyranda_shyanne,Tyranda,United States of America,North Carolina,,Purchase Intent,,Twitter,29,,3839,143,340
625387158098935808,7/26/2015 15:28,http://twitter.com/itzel300911/status/625387158098935808,RT @rikerR5 Cannot wait to get a pair of these new @Converse! #ChuckII,@itzel300911,itzel mondragon ,Mexico,México,Mexico City,Purchase Intent,,Twitter,,F,992,13,74
625398316843540480,7/26/2015 16:12,http://twitter.com/MageeTaniah/status/625398316843540480,RT @rikerR5 Cannot wait to get a pair of these new @Converse! #ChuckII,@MageeTaniah,Taniah Magee,,,,Purchase Intent,,Twitter,,,9,4,75
626037362037026816,7/28/2015 10:31,http://twitter.com/lillyprovost/status/626037362037026816,I want the new #ChuckII????,@lillyprovost,Lillian,,,,Purchase Intent,,Twitter,34,F,1277,179,191
625393581818281984,7/26/2015 15:53,http://twitter.com/miraandar5/status/625393581818281984,RT @rikerR5 Cannot wait to get a pair of these new @Converse! #ChuckII,@miraandar5,•miranda•,,,,Purchase Intent,,Twitter,31,F,5902,225,381
624911799641612288,7/25/2015 7:59,http://twitter.com/coniconon/status/624911799641612288,Las Chuck II se ven rígidas (?). Habrá que probarlas ??,@coniconon,Constanza,United States of America,,,Value for money,,Twitter,34,F,7977,141,221
626037009195356160,7/28/2015 10:30,http://twitter.com/norinsski/status/626037009195356160,Anche se me ne servirebbero un paio #ChuckII,@norinsski,LeCanetonVagabond,Switzerland,Vaud,Lausanne,Availability,,Twitter,38,,11934,121,144
626449628615946240,7/29/2015 13:50,http://twitter.com/AKA_Alejo/status/626449628615946240,#ChuckII better be twice as good because it's twice as expensive. Huge disappointment.,@AKA_Alejo,alejandro ramirez,United States of America,California,Los Angeles,Value for money,,Twitter,36,M,6558,184,424
627195809193263105,7/31/2015 15:15,http://twitter.com/SmellyYomon/status/627195809193263105,"Current fashion ""obsessions"":
Dior So Real Sunglasses
Converse Chuck II
Louis Vuitton Keepall 45
Extra long shirts
Anything made of neoprene",@SmellyYomon,s|? ? ? ? ? ? ? ? ?,United States of America,California,,Style/ Outfits,,Twitter,42,,14962,302,461
625644804836343808,7/27/2015 8:32,http://twitter.com/SimplyNateRuess/status/625644804836343808,RT @Kyle_JSimmons @bastilledan you seen the new @Converse #ChuckII ?? They are quite glorious.,@SimplyNateRuess,Lauren,United Kingdom,,,Availability,,Twitter,40,F,7708,651,521
625336946953355264,7/26/2015 12:08,http://twitter.com/DiongDionn/status/625336946953355264,#ChuckII ??,@DiongDionn,[DEAYOHAN],,,,Purchase Intent,,Twitter,36,,39875,546,463
625407297980878848,7/26/2015 16:48,http://twitter.com/GiulianaMesa/status/625407297980878848,RT @rikerR5 Cannot wait to get a pair of these new @Converse! #ChuckII,@GiulianaMesa,Giuliana Mesa ,Colombia,Bogota,Bogota,Purchase Intent,,Twitter,11,F,95,27,117
625973903958110208,7/28/2015 6:19,http://twitter.com/seraphimaV/status/625973903958110208,@Converse Yes. I'm also female. Do you have a video specifically for me or do I need to find a new brand? #ChickswearChucks #ChuckII,@seraphimaV,Seraphima ,United Kingdom,,,Purchase Intent,,Twitter,40,,3595,670,1265
625742284743512064,7/27/2015 14:59,http://twitter.com/chancybadol/status/625742284743512064,Wtf the chuck II has lunarlon technology?,@chancybadol,Chancellor,,,,Value for money,,Twitter,33,,3998,292,257
626718847123329025,7/30/2015 7:39,http://twitter.com/Sosexymee/status/626718847123329025,"RT @charmainedoble Si Julie: may ChuckII, may Preview, may new MV. Si Elmo: may Janine. #ayunlang ??",@Sosexymee,Krystal?,Japan,,,Purchase Intent,,Twitter,39,F,31995,376,523
626005002788573184,7/28/2015 8:23,http://twitter.com/g_roberecj/status/626005002788573184,RT @dawong_ice ??????? converse chuck ii,@g_roberecj,???????????????,,,,Value for money,,Twitter,36,,233051,885,576
626409958523977728,7/29/2015 11:12,http://twitter.com/_jlotus/status/626409958523977728,"Got my #ChuckII The SoHo Store was really chaotic! Others arrived after me, and got their ChuckII's b4 me =( feeling #forgotten @Converse",@_jlotus,Jackie,United States of America,New York,New York,Availability,,Twitter,13,F,17,41,30
625424163499409408,7/26/2015 17:55,http://twitter.com/raininglluvia/status/625424163499409408,RT @rikerR5 Cannot wait to get a pair of these new @Converse! #ChuckII,@raininglluvia,raininglluvia,,,,Purchase Intent,,Twitter,16,,148,11,95
625415383013588992,7/26/2015 17:20,http://twitter.com/Auslly4everR5/status/625415383013588992,RT @rikerR5 Cannot wait to get a pair of these new @Converse! #ChuckII,@Auslly4everR5,?ely Lynch?,,,,Purchase Intent,,Twitter,39,,418,76,87
626123354949468162,7/28/2015 16:13,http://twitter.com/nikki_sterg/status/626123354949468162,Can somebody please find me a pair of the new @Converse #ChuckII in SA?! ?? I'm obsessed! #NeedThem,@nikki_sterg,Nikki Melless,South Africa,Gauteng,Johannesburg,Purchase Intent,,Twitter,41,F,2089,386,656
625945145096183808,7/28/2015 4:25,http://twitter.com/lenouchcorban/status/625945145096183808,Les Chuck II blanches ????,@lenouchcorban,16 ,France,Île-de-France,Paris,Value for money,,Twitter,33,,8754,117,224
627145589101211648,7/31/2015 11:55,http://twitter.com/highonhemmings7/status/627145589101211648,"RT @JackSWS My @Converse Chuck II just showed up, it's the biggest game changer ever. So dope",@highonhemmings7,?Mrs All American?,United States of America,California,,Value for money,,Twitter,33,M,9816,1642,1513
626253868356255748,7/29/2015 0:52,http://twitter.com/JMas_APD/status/626253868356255748,Chuck II's look pretty dope but I'm good on spending  $75 for them.,@JMas_APD,Justin ,United States of America,New York,New York,Value for money,,Twitter,35,M,39383,698,521
626053307451092992,7/28/2015 11:35,http://twitter.com/naaamphueng/status/626053307451092992,Chuck II ?????????,@naaamphueng,Murph,,,,Value for money,,Twitter,20,,6953,71,155
626592340417900544,7/29/2015 23:17,http://twitter.com/glamazonbroski/status/626592340417900544,Oh hey @Converse please restock the Chuck II's because I need them in my life. K thanks. ??,@glamazonbroski,Brittney?,United States of America,Florida,,Value for money,,Twitter,48,F,22853,466,314
626667583417282560,7/30/2015 4:16,http://twitter.com/AdorablePunk/status/626667583417282560,"Harga #ChuckII yang Hi Rp. 1.199.000,- trus yang low Rp. 999.000,- 

Okesip!",@AdorablePunk,RPK,Indonesia,,,Look/Appearance,,Twitter,51,,66762,1122,669
626434337400061952,7/29/2015 12:49,http://twitter.com/averyholliday/status/626434337400061952,Almost ordered my Chuck II's last night. Waited till today and they're already sold out now. What the fuck.,@averyholliday,Avery,United States of America,Connecticut,,Availability,,Twitter,40,F,23670,338,117
626016755882692609,7/28/2015 9:10,http://twitter.com/luuzylou/status/626016755882692609,#chuckII swoooon!,@luuzylou,lu anne,Philippines,Central Visayas (Region VII),Cebu,Look/Appearance,,Twitter,20,F,2022,172,117
625348899130183681,7/26/2015 12:56,http://twitter.com/Oo_Janca_oO/status/625348899130183681,"Die machen hier so viel Werbung für den neuen #ChuckII, dass ich jetzt doch unbedingt einen will.. manno! #Schmollmund #Converse",@Oo_Janca_oO,Janca,Germany,,,Negative,,Twitter,42,,1719,169,67
625599783500025856,7/27/2015 5:33,http://twitter.com/kayeekulit/status/625599783500025856,"RT @GlobieScoops #ChuckII huh? Don't suppose, you wanted to check that out to? @SuperElmo",@kayeekulit,kero-kaye-roppi,,,,Purchase Intent,,Twitter,44,,91159,1866,369
625386769358417920,7/26/2015 15:26,http://twitter.com/NandaLynchR5/status/625386769358417920,RT @rikerR5 Cannot wait to get a pair of these new @Converse! #ChuckII,@NandaLynchR5,Nanda Anthony  Lynch,,,,Purchase Intent,,Twitter,16,,833,428,1009
627253842413948928,7/31/2015 19:05,http://twitter.com/KajEriksen/status/627253842413948928,".@Converse
You're making it impossible to find out where you're selling #Chuck2's in Vancouver.
It shouldn't be this hard to give you my $.",@KajEriksen,Kaj-Erik Eriksen,United States of America,,,Availability,,Twitter,53,M,9851,10224,363
626748472792780800,7/30/2015 9:37,http://twitter.com/blaQbart_/status/626748472792780800,Chuck II  ????????????????????????? ?????????????????????? 555,@blaQbart_,`hydeuno,,,,Value for money,,Twitter,18,,26807,299,336
625945689223094272,7/28/2015 4:27,http://twitter.com/rizeleynieee/status/625945689223094272,I want that black ChuckII.,@rizeleynieee,Riz,Philippines,National Capital Region,Manila,Purchase Intent,,Twitter,36,,21659,372,231
625280573548953600,7/26/2015 8:24,http://twitter.com/creative_aug/status/625280573548953600,Buying the first Chuck II I can find.,@creative_aug,jonah,United States of America,North Carolina,Greenville,Purchase Intent,,Twitter,,M,44787,2902,2551
625610258480820224,7/27/2015 6:14,http://twitter.com/IR5ROCKSMYSOCKS/status/625610258480820224,RT @rikerR5 Cannot wait to get a pair of these new @Converse! #ChuckII,@IR5ROCKSMYSOCKS,nahu ,Argentina,Ciudad de Buenos Aires,Buenos Aires,Purchase Intent,,Twitter,,,123133,13091,9168
626324237213564929,7/29/2015 5:31,http://twitter.com/villaraza17/status/626324237213564929,RT @angeliedayo Now Trending #TeamConversePH #ChuckII,@villaraza17,Stephen Villaraza,,,,Purchase Intent,,Twitter,10,M,1433,1,18
625623186315460608,7/27/2015 7:06,http://twitter.com/HaydenReeves3/status/625623186315460608,RT @Kyle_JSimmons @bastilledan you seen the new @Converse #ChuckII ?? They are quite glorious.,@HaydenReeves3,Hayden Reeves,,,,Look/Appearance,,Twitter,16,M,1644,41,68
625477974230315008,7/26/2015 21:29,http://twitter.com/R5erPau/status/625477974230315008,"RT @oficialR5Mexico Tweet de @rikerR5: ""No puedo esperar para conseguir un par de estos nuevos @Converse! #ChuckII""
#R5MxUpdate",@R5erPau,Cheese With Please,United States of America,,,Negative,,Twitter,32,,2004,81,40
625841452225007617,7/27/2015 21:33,http://twitter.com/leothekid93/status/625841452225007617,#ChuckII ????,@leothekid93,?L£OTh£ KiD??,United States of America,Illinois,Aurora,Look/Appearance,,Twitter,31,,1247,648,565
625886177304821760,7/28/2015 0:31,http://twitter.com/psonnyw/status/625886177304821760,RT @ConverseID Get yourself a pair of #ChuckII for IDR 1.199.000 (Hi) and IDR 999.000 (Low). Make sure you grab one!,@psonnyw,sonny,Indonesia,,,Purchase Intent,,Twitter,38,M,2358,126,191
625832422370754560,7/27/2015 20:57,http://twitter.com/KaleidoPM/status/625832422370754560,Congrats @MyJaps for being the new endorser of Converse ChuckII.:) another blessing for you.You deserve those blessings.adiks love you:),@KaleidoPM,Princess P.M,Philippines,National Capital Region,Manila,Purchase Intent,,Twitter,31,F,1600,33,214
626931273462755328,7/30/2015 21:43,http://twitter.com/MariaMMtz7/status/626931273462755328,Need to put my feet into a pair of Chuck II's ..????,@MariaMMtz7,M.,United States of America,Texas,Harlingen,Availability,,Twitter,,,823,166,196
625863120523649025,7/27/2015 22:59,http://twitter.com/itsmegwithanh/status/625863120523649025,What time can I order the #ChuckII online?? @Converse,@itsmegwithanh,Meghan Johnston,United States of America,,,Purchase Intent,,Twitter,39,F,10571,638,739
625993582562967552,7/28/2015 7:37,http://twitter.com/uconnfan1988/status/625993582562967552,"@B_Mo15 chuck II day bro! Stop by and buy a pair, or 2, or every color!",@uconnfan1988,Joe Dempsey,,,,Value for money,,Twitter,26,M,1163,51,150
627142389048578048,7/31/2015 11:42,http://twitter.com/LiamRoxas/status/627142389048578048,chuck II,@LiamRoxas,liam,,,,Value for money,,Twitter,25,M,2388,272,122
625103988464177152,7/25/2015 20:42,http://twitter.com/uthmanbaksh/status/625103988464177152,@Zappos Will you guys carry the new Chuck IIs when they come out on Tuesday?,@uthmanbaksh,Uthman Baksh,United States of America,New York,New York,Availability,,Twitter,42,M,26215,657,1643
625442472311664641,7/26/2015 19:08,http://twitter.com/RyLyn1181991/status/625442472311664641,RT @rikerR5 Cannot wait to get a pair of these new @Converse! #ChuckII,@RyLyn1181991,K.c. N. Robertson,,,,Purchase Intent,,Twitter,,,9280,367,909
625385158057701376,7/26/2015 15:20,http://twitter.com/VidalAnelis/status/625385158057701376,RT @rikerR5 Cannot wait to get a pair of these new @Converse! #ChuckII,@VidalAnelis,Roxy lynch ,Mexico,Campeche,Campeche,Purchase Intent,,Twitter,,F,2485,103,321
626149883670593536,7/28/2015 17:59,http://twitter.com/Metaltits/status/626149883670593536,cleaned my chuck II,@Metaltits,metaltits,United States of America,,,Value for money,,Twitter,42,,7500,502,258
626015021747666945,7/28/2015 9:03,http://twitter.com/loismags/status/626015021747666945,so my tatay's going to buy chuck II's. ako din pls yung black ??,@loismags,Lois Magdamit,,,,Value for money,,Twitter,35,F,43640,1306,569
625884455899500544,7/28/2015 0:24,http://twitter.com/mdanbom/status/625884455899500544,"Just ordered a blue pair of @Converse Chuck II. Pretty excited about these. I've always liked the look of Chucks, but hated the discomfort.",@mdanbom,Micheal Danbom,United States of America,Missouri,,Availability,,Twitter,51,M,12909,945,568
625385433720070144,7/26/2015 15:21,http://twitter.com/morenatotR5/status/625385433720070144,RT @rikerR5 Cannot wait to get a pair of these new @Converse! #ChuckII,@morenatotR5,She's kinda H?T,Argentina,Ciudad de Buenos Aires,Buenos Aires,Purchase Intent,,Twitter,41,,16056,1098,1646
625812435555979264,7/27/2015 19:38,http://twitter.com/LuiiBadass/status/625812435555979264,I need those chuck II in a size 3 k thanks ??,@LuiiBadass,Luii Badass ,United States of America,,,Value for money,,Twitter,48,,48597,6063,671
625590847837331456,7/27/2015 4:57,http://twitter.com/nabaedeque_/status/625590847837331456,GAAAHHHHH the CHUCK II ???????? 07.28.2015,@nabaedeque_,Aena Nabong ,,,,Value for money,,Twitter,36,,21562,452,400
625689199035949057,7/27/2015 11:28,http://twitter.com/Andi99Z/status/625689199035949057,RT @Kyle_JSimmons @bastilledan you seen the new @Converse #ChuckII ?? They are quite glorious.,@Andi99Z,Andi Nyilas,Hungary,Szeged,Szeged,Availability,,Twitter,30,,2842,1703,140
624989436464484352,7/25/2015 13:07,http://twitter.com/the_new_adam/status/624989436464484352,I really need to cop a pair of the #ChuckII,@the_new_adam,AJ Palus,,,,Purchase Intent,,Twitter,18,,1621,271,566
625385125250002944,7/26/2015 15:20,http://twitter.com/MagsStickel/status/625385125250002944,RT @rikerR5 Cannot wait to get a pair of these new @Converse! #ChuckII,@MagsStickel,?maggie?,,,,Purchase Intent,,Twitter,44,F,4389,229,540
625389674106720259,7/26/2015 15:38,http://twitter.com/vrodrigueza11/status/625389674106720259,RT @rikerR5 Cannot wait to get a pair of these new @Converse! #ChuckII,@vrodrigueza11,Vanessa?,United States of America,,,Purchase Intent,,Twitter,31,F,28454,723,493
625992136920436737,7/28/2015 7:32,http://twitter.com/admgstn/status/625992136920436737,RT @JEYlibee all white #ChuckII ........i want ü ??,@admgstn,Adam ,United States of America,,,Purchase Intent,,Twitter,43,M,8355,420,218
626862789496340480,7/30/2015 17:11,http://twitter.com/YoungDuckits/status/626862789496340480,These @Converse #ChuckII's are really cool.  Perfect shoe,@YoungDuckits,Jan Dinkleberg,,,,Positive,,Twitter,53,,22835,2173,440
626649874180603904,7/30/2015 3:05,http://twitter.com/paohemedez/status/626649874180603904,Blvck #ChuckII Low please! ????,@paohemedez,paohemedez,,,,Availability,,Twitter,26,,24,82,40
626826709145288704,7/30/2015 14:48,http://twitter.com/AngelicaGgos/status/626826709145288704,RT @djtommytrash Chuck II. yes pls. ??,@AngelicaGgos,Maria Angélica,United States of America,,,Value for money,,Twitter,44,F,55056,896,729
625392151866818560,7/26/2015 15:48,http://twitter.com/m0rganj0hns/status/625392151866818560,@rikerR5 @Converse #ChuckII they look sick!! I'm so excited to get a pair!,@m0rganj0hns,morgan,,,,Purchase Intent,,Twitter,42,,10418,379,106
627145552451473408,7/31/2015 11:55,http://twitter.com/ilsuosorrijso/status/627145552451473408,"RT @JackSWS My @Converse Chuck II just showed up, it's the biggest game changer ever. So dope",@ilsuosorrijso,muke af,,,,Value for money,,Twitter,45,,22064,5114,4324
625393477535297537,7/26/2015 15:53,http://twitter.com/AilennnS/status/625393477535297537,RT @rikerR5 Cannot wait to get a pair of these new @Converse! #ChuckII,@AilennnS,Naty | TYSM R5?,Argentina,,,Purchase Intent,,Twitter,40,M,29709,1022,943
625411150750941184,7/26/2015 17:03,http://twitter.com/angelicacaligal/status/625411150750941184,RT @rikerR5 Cannot wait to get a pair of these new @Converse! #ChuckII,@angelicacaligal,Angelica ,,,,Purchase Intent,,Twitter,24,F,6197,70,170
625414692593397760,7/26/2015 17:17,http://twitter.com/kissme_mikey/status/625414692593397760,RT @rikerR5 Cannot wait to get a pair of these new @Converse! #ChuckII,@kissme_mikey,Rebecca ??,Germany,,,Purchase Intent,,Twitter,29,F,38592,1872,1843
625548650127556612,7/27/2015 2:09,http://twitter.com/xRossR5/status/625548650127556612,RT @rikerR5 Cannot wait to get a pair of these new @Converse! #ChuckII,@xRossR5,DailyRosslynchR5,United States of America,,,Purchase Intent,,Twitter,21,,2019,921,834
626093116559241216,7/28/2015 14:13,http://twitter.com/LetMicahDown/status/626093116559241216,@ritabook11 now I hafta figure out if I want the new Converse Chuck IIs or the new Jack Purcells lol,@LetMicahDown,Micah A.,United States of America,California,Los Angeles,Availability,,Twitter,60,M,131843,677,600
626007251199893504,7/28/2015 8:32,http://twitter.com/GEJSkelly/status/626007251199893504,Have to admit the new #ChuckII Converse in white or black look tempting.,@GEJSkelly,George E.J. Skelly,United Kingdom,West Midlands,Birmingham,Look/Appearance,,Twitter,18,M,1006,101,107
625457253244604416,7/26/2015 20:06,http://twitter.com/Gliterocky/status/625457253244604416,RT @rikerR5 Cannot wait to get a pair of these new @Converse! #ChuckII,@Gliterocky,R5 FAMIL// 46 days??,,,,Purchase Intent,,Twitter,43,,18157,1088,1998
625386013179949056,7/26/2015 15:23,http://twitter.com/JonasR5Rocks/status/625386013179949056,RT @rikerR5 Cannot wait to get a pair of these new @Converse! #ChuckII,@JonasR5Rocks,Sometime Last Night,,,,Purchase Intent,,Twitter,43,,78625,1703,1995
626149480048513024,7/28/2015 17:57,http://twitter.com/CazKittyKat/status/626149480048513024,"The #ChuckII Converse have actually stolen my heart, they are pretty! ??",@CazKittyKat,Cara ,Ireland,,,Availability,,Twitter,34,F,5287,147,311
625357507565727744,7/26/2015 13:30,http://twitter.com/95_1129/status/625357507565727744,chuck II vn bán có 1tr5 thôi á,@95_1129,C ??,Indonesia,,,Quality,,Twitter,23,,16871,93,630
626655241820188676,7/30/2015 3:27,http://twitter.com/yawnuhh/status/626655241820188676,hella wanna buy the new chuck ii's this weekend but san diego,@yawnuhh,jana,United States of America,California,,Value for money,,Twitter,39,F,2699,208,205
626677419571687425,7/30/2015 4:55,http://twitter.com/pupumato/status/626677419571687425,Ai còn spam v? Converse Chuck II thì có th? block mình luôn ?i nha. ~,@pupumato,??? ,Vietnam,,,Value for money,,Twitter,15,,3880,43,416
626057085935980544,7/28/2015 11:50,http://twitter.com/LouPauVirtz/status/626057085935980544,#ChuckII,@LouPauVirtz,Baby Paupau,Saudi Arabia,Ash Sharqiyah,Al Hufuf,Look/Appearance,,Twitter,34,,52760,736,939
625623534488940544,7/27/2015 7:07,http://twitter.com/mazervnner/status/625623534488940544,RT @Kyle_JSimmons @bastilledan you seen the new @Converse #ChuckII ?? They are quite glorious.,@mazervnner,???????,,,,Availability,,Twitter,50,M,43267,4257,3801
625884118186766337,7/28/2015 0:22,http://twitter.com/stormersneeds/status/625884118186766337,When you just need to be the #ChuckII to be glorious for Kyle and look so good Dan will be nearly run over... #stormersneeds ??,@stormersneeds,Stormers Needs,,,,Availability,,Twitter,34,,335,271,85
626409564523597824,7/29/2015 11:10,http://twitter.com/Captain_Turner/status/626409564523597824,"Not too sure how I feel about the Chuck IIs.. If it isn't broke, don't fix it",@Captain_Turner,T|U|R|N|E|R,United States of America,,,Value for money,,Twitter,31,,4632,188,181
625716230695993344,7/27/2015 13:15,http://twitter.com/izadoreofficial/status/625716230695993344,@Converse anything planned for LA #ChuckII,@izadoreofficial,F O R E V E R,United States of America,California,Los Angeles,Purchase Intent,,Twitter,41,,2,81,53
625480230480801793,7/26/2015 21:38,http://twitter.com/MundialDelPop10/status/625480230480801793,"RT @oficialR5Mexico Tweet de @rikerR5: ""No puedo esperar para conseguir un par de estos nuevos @Converse! #ChuckII""
#R5MxUpdate",@MundialDelPop10,Mundial Del Pop,United States of America,,,Negative,,Twitter,61,,104867,15592,339
626146179785494528,7/28/2015 17:44,http://twitter.com/Jesus__Maciel/status/626146179785494528,The chuck II was the easier sneaker launch purchase ever ??,@Jesus__Maciel,Yeezus,United States of America,Washington,,Value for money,,Twitter,44,,21240,389,176
624949325110583297,7/25/2015 10:28,http://twitter.com/cjeter/status/624949325110583297,"@Converse Do you have a @facebook page? #ChuckII If so, what is the link? Thanks:)",@cjeter,Angel,,,,Value for money,,Twitter,47,M,32008,969,951
625466807898411008,7/26/2015 20:44,http://twitter.com/Daesha1017/status/625466807898411008,@J23app we need the scoop on the sizing of the Chuck II's,@Daesha1017,?,United States of America,Minnesota,Minneapolis,Purchase Intent,,Twitter,36,,37278,4004,2326
625939578625482752,7/28/2015 4:03,http://twitter.com/CHARLIEPUTHsFAN/status/625939578625482752,can't wait to get a pair of these new @Converse #ChuckII,@CHARLIEPUTHsFAN,FollowMeCharlie,Philippines,National Capital Region,Manila,Purchase Intent,,Twitter,35,,978,271,697
625385166895251456,7/26/2015 15:20,http://twitter.com/anamoreno676/status/625385166895251456,RT @rikerR5 Cannot wait to get a pair of these new @Converse! #ChuckII,@anamoreno676,Ana loves R5 ?,,,,Purchase Intent,,Twitter,23,F,2173,109,260
625041445687324672,7/25/2015 16:34,http://twitter.com/nathanseidman/status/625041445687324672,Can't wait for #ChuckII @Converse,@nathanseidman,na??an ?e?d?an,United States of America,,,Availability,,Twitter,34,,3269,1384,1994
626318039823290368,7/29/2015 5:07,http://twitter.com/JAPS_RockOn/status/626318039823290368,"RT @KRLLLNS Im so in love with Chuck II
#TeamConversePH",@JAPS_RockOn,JAPS RockOn,Philippines,National Capital Region,Manila,Value for money,,Twitter,52,,16229,797,251
626043180346175488,7/28/2015 10:55,http://twitter.com/OnlyGodsonn/status/626043180346175488,@RACTVSHIFT whats the difference between regular chucks and the #ChuckII ? Looks mostly the same,@OnlyGodsonn,just lil ole' godson,United States of America,,,Look/Appearance,,Twitter,41,,9588,275,246
626146548846579712,7/28/2015 17:45,http://twitter.com/LaSaarde/status/626146548846579712,Je veux les blanches en basse !  #ChuckII,@LaSaarde,Anaïs,,,,Value for money,,Twitter,39,F,22061,163,169
626255394919223296,7/29/2015 0:58,http://twitter.com/GoodnightO2L/status/626255394919223296,More importantly I need those new Converse #ChuckII @Converse,@GoodnightO2L,Sirf Sirf ,Malaysia,Selangor,Kuala Lumpur,Purchase Intent,,Twitter,48,,47721,815,774
626100931675860997,7/28/2015 14:44,http://twitter.com/RNieves5/status/626100931675860997,The Converse Chuck Taylor II is available at the Finish Line Macy's inside Water Tower in Chicago! #ChuckII #Lunarlon #Comfort #NiceKicks,@RNieves5,Raymond Nieves,United States of America,Illinois,Chicago,Availability,,Twitter,47,M,12066,575,960
625637069352644608,7/27/2015 8:01,http://twitter.com/BastilleWith/status/625637069352644608,RT @Kyle_JSimmons @bastilledan you seen the new @Converse #ChuckII ?? They are quite glorious.,@BastilleWith,M?RI ML,Costa Rica,San José,San Jose,Availability,,Twitter,43,,7593,994,1890
625617256324722688,7/27/2015 6:42,http://twitter.com/Rydellington_x/status/625617256324722688,RT @rikerR5 Cannot wait to get a pair of these new @Converse! #ChuckII,@Rydellington_x,Rochelle H,Netherlands,,,Purchase Intent,,Twitter,27,F,5903,107,568
625385061479657472,7/26/2015 15:19,http://twitter.com/midnightriker/status/625385061479657472,RT @rikerR5 Cannot wait to get a pair of these new @Converse! #ChuckII,@midnightriker,Kira || 3,,,,Purchase Intent,,Twitter,45,F,2778,2807,1448
625385036892602368,7/26/2015 15:19,http://twitter.com/sophiee_r5/status/625385036892602368,RT @rikerR5 Cannot wait to get a pair of these new @Converse! #ChuckII,@sophiee_r5,sophie||13,United States of America,Colorado,Denver,Purchase Intent,,Twitter,49,F,44454,995,190
626136730287128577,7/28/2015 17:06,http://twitter.com/LeeGaJun/status/626136730287128577,Can't decide which colour #ChuckII to get... might as well get all four colours :) #Converse #ShutUpAndTakeMyMoney,@LeeGaJun,Gav (???/???),United Kingdom,,,Purchase Intent,,Twitter,18,,2114,37,62
625386062765015041,7/26/2015 15:23,http://twitter.com/_GetLoud/status/625386062765015041,RT @rikerR5 Cannot wait to get a pair of these new @Converse! #ChuckII,@_GetLoud,Dark Side,United States of America,,,Purchase Intent,,Twitter,31,,29917,709,840
